label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C18,36.0798105,140.0812774,0,156.763489,28390.193590,44253.539154,-221.001247,0.000000000,0.000000000,-0.550214714,0.835023214,2,2,0,0,1,440.978864412768,-355.509925796943,437.404197945174,-358.192940174819,59.8773633046866,4.46954209135945
C18-C19_1,36.0797849,140.081291,0,143.382412,28391.427764,44250.702579,-220.986989,0.000000000,0.000000000,-0.449181875,0.893440341,2,2,0,0,1,442.202381264246,-358.359704761333,438.622056587585,-360.531219729856,60.5666681064082,4.18738606398144
C18-C19_2,36.0797526,140.0813207,0,144.488602,28394.114498,44247.127246,-220.974050,0.000000000,0.000000000,-0.457785486,0.889062680,2,2,0,0,1,444.874326155318,-361.955324314053,440.955740761618,-363.841963188672,61.049117390055,4.34910539432457
C18-C19_3,36.0797227,140.0813471,0,145.216691,28396.503135,44243.817256,-220.961635,0.000000000,0.000000000,-0.463425111,0.886136088,2,2,0,0,1,447.249388280431,-365.283777088911,443.41084578945,-367.043858254343,61.6411830823744,4.22283011308458
C18-C19_4,36.0796914,140.081374,0,152.573000,28398.937313,44240.352072,-220.948345,0.000000000,0.000000000,-0.519317770,0.854581215,2,2,0,0,1,449.669432642655,-368.768077150328,445.687880424002,-370.385149888706,62.1144166567471,4.29740413634454
C18-C19_5,36.0796724,140.0813862,0,157.996392,28400.043018,44238.247412,-220.938616,0.000000000,0.000000000,-0.559166800,0.829055179,2,2,0,0,1,450.766999232267,-370.883147475597,446.462638117437,-372.325933499592,62.2803664418492,4.53973084201072
C18-C19_6,36.079672,140.0813864,0,218.945110,28400.061176,44238.203087,-220.938389,0.000000000,0.000000000,-0.902378964,0.430943391,2,2,0,0,1,450.784992126089,-370.927675272434,446.282759542766,-372.387843484228,62.1430256498695,4.7330951227573
C18-C19_7,36.0796719,140.0813863,0,270.000000,28400.052205,44238.191962,-220.938271,0.000000000,0.000000000,-1.000000000,0.000000000,2,2,0,0,1,450.775995679178,-370.938807220853,446.248590139228,-372.362854217541,62.154064482152,4.74608372997677
C18-C19_8,36.0796719,140.081386,0,304.363606,28400.025183,44238.191875,-220.938150,0.000000000,0.000000000,-0.955372230,-0.295404641,2,2,0,0,1,450.749006335889,-370.938807220853,446.231364409517,-372.352349375124,62.1659572587485,4.73362334758649
C18-C19_9,36.079674,140.0813822,0,336.482096,28399.682156,44238.423787,-220.938239,0.000000000,0.000000000,-0.836371812,-0.548162560,2,2,0,0,1,450.407141335375,-370.705036290619,445.956559218351,-372.058950246521,62.2079358699655,4.65196347582047
C19,36.0796766,140.0813808,0,336.482096,28399.555121,44238.711871,-220.939678,0.000000000,0.000000000,-0.836371812,-0.548162560,2,2,0,0,1,450.281191070952,-370.415605614338,445.966228627451,-371.866121108094,62.1915923962526,4.55224077641439
