label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C100,36.0819751,140.079779,0,120.078892,28254.456167,44493.285147,-222.072622,0.000000000,0.000000000,-0.259483987,0.965747410,2,2,0,0,1,306.176095896414,-114.547756025778,307.822817140484,-110.362019396259,41.5800274751828,4.4980086691082
C100-C1_1,36.0819729,140.0797837,0,216.009534,28254.880278,44493.042393,-222.072799,0.000000000,0.000000000,-0.891044293,0.453916367,2,2,0,0,1,306.598928926796,-114.792658906012,308.161135074947,-110.631816866357,41.5781405362867,4.44444535665434
C100-C1_2,36.0819441,140.0797578,0,200.563169,28252.557796,44489.839375,-222.040106,0.000000000,0.000000000,-0.821961026,0.569543740,2,2,0,0,1,304.268849036238,-117.998660240358,305.660569289684,-113.854248983249,41.373616615901,4.37184514043026
C100-C1_3,36.0819092,140.0797416,0,200.736921,28251.111164,44485.962308,-222.006574,0.000000000,0.000000000,-0.822823664,0.568296769,2,2,0,0,1,302.811424552291,-121.883710469359,304.127934205374,-117.596974083986,41.4749637984249,4.4843401414634
C100-C1_4,36.0818759,140.079726,0,188.525371,28249.718000,44482.262946,-221.974524,0.000000000,0.000000000,-0.757709489,0.652592009,2,2,0,0,1,301.407978749809,-125.590649512591,302.730397000622,-121.373526116889,41.4192490677719,4.41960629068474
C100-C1_5,36.0818387,140.0797191,0,188.584137,28249.109831,44478.133352,-221.942939,0.000000000,0.000000000,-0.758044058,0.652203347,2,2,0,0,1,300.787223877159,-129.731734570244,302.142868322185,-125.396919735764,41.6507587414108,4.54184890882104
C100-C1_6,36.0818039,140.0797126,0,191.118305,28248.536830,44474.270171,-221.913376,0.000000000,0.000000000,-0.772280863,0.635281252,2,2,0,0,1,300.202454792153,-133.605652850036,301.541393911804,-129.423855339628,41.6139396730403,4.39092113162908
C100-C1_7,36.0817673,140.0797037,0,185.610254,28247.748307,44470.206577,-221.881461,0.000000000,0.000000000,-0.740864701,0.671654297,2,2,0,0,1,299.401770968499,-137.679946213224,300.651973220182,-133.409492022289,41.7525596418474,4.44969489594347
C100-C1_8,36.0817311,140.0796993,0,185.863530,28247.364951,44466.188660,-221.851659,0.000000000,0.000000000,-0.742347414,0.670015162,2,2,0,0,1,299.005927281407,-141.709711779574,300.260656961844,-137.42938273491,41.9065288603083,4.46044429418908
C100-C1_9,36.0816949,140.0796947,0,193.184073,28246.963581,44462.170685,-221.821781,0.000000000,0.000000000,-0.783607117,0.621256699,2,2,0,0,1,298.592090700492,-145.739477346716,299.758746567927,-141.428617783152,42.0381749117708,4.46593731368757
C100-C1_10,36.0816604,140.0796847,0,201.266382,28246.075228,44458.339785,-221.791059,0.000000000,0.000000000,-0.825440641,0.564488927,2,2,0,0,1,297.692445955705,-149.579999778879,298.745693626732,-145.336348128354,42.0155220864958,4.37240322791973
C100-C1_11,36.0816251,140.0796677,0,219.439333,28244.556675,44454.418106,-221.756917,0.000000000,0.000000000,-0.904229185,0.427047516,2,2,0,0,1,296.1630498888,-153.509577803926,297.149601655852,-149.016269485356,42.2362729091207,4.60033738271498
C100-C1_12,36.081597,140.0796391,0,184.383526,28241.990742,44451.291985,-221.723708,0.000000000,0.000000000,-0.733632179,0.679546780,2,2,0,0,1,293.590065918862,-156.637655495388,294.495309725277,-152.050521622079,42.1696931128903,4.6756030114531
C100-C1_13,36.0815601,140.0796356,0,192.206747,28241.688695,44447.196657,-221.693737,0.000000000,0.000000000,-0.778280121,0.627917235,2,2,0,0,1,293.275190259082,-160.745344705413,294.177315786252,-156.083642372422,42.4064902195321,4.74818903458832
C1,36.0815403,140.0796303,0,192.206747,28241.218408,44444.998180,-221.676287,0.000000000,0.000000000,-0.778280121,0.627917235,2,2,0,0,1,292.798378544677,-162.949470622775,293.876828338804,-158.27231659709,42.5718692797711,4.79987747119011
